smiles,zinc_id,minimal_disttoref,consensus_sars,tox_counts,ct_tox
FC(F)(F)c1ccccc1NC(=S)Nc1cnc2cccc(Br)c2c1,ZINC001197232379,0.672414,0.748779,7,0.235425
S=C(NCc1cccnc1)NN=C1CCc2c1ccc(Cl)c2Cl,ZINC001318264702,0.657534,0.748779,4,0.102495
COc1ccc2cc(C(C)=NNC(=S)NCC(F)(F)F)ccc2c1,ZINC000746497023,0.300000,0.748778,9,0.062585
COc1ccnc(C=NNC(=S)NCC(F)(F)F)n1,ZINC000842525679,0.666667,0.748777,3,0.051403
Cn1ncc2c(CNC(=S)NC(=O)c3ccc(Cl)cc3)cccc21,ZINC001248229788,0.671642,0.748777,0,0.121325
FC(F)(F)Sc1ccc(C=NNC(=S)NCCc2ccccn2)cc1,ZINC000726419773,0.640625,0.748777,11,0.050241
CC[C@H](C)c1ccc(C(=O)Cn2nc(Br)c(=O)c3ccccc32)cc1,ZINC001165896753,0.596491,0.748775,0,0.050540
C#Cc1cccc(NC(=S)NN=Cc2c[nH]c(C(F)(F)F)c2)c1,ZINC000807969180,0.632353,0.748774,2,0.121199
Cc1cccc(NC(=S)Nc2cc3ccccc3cc2I)c1,ZINC001198687779,0.583333,0.748774,2,0.053902
Cc1ccc(NC(=S)NNC(=S)Nc2ccc(Br)cc2)cc1,ZINC000037637853,0.583333,0.748773,2,0.050252
Cc1ccc2ccccc2c1Cn1cc(Br)cc(Cl)c1=O,ZINC001641148119,0.745763,0.748772,6,0.082338
CN(C)c1ccc(/N=C/c2ccc3c4ccccc4ccc3[n+]2C)cc1,ZINC000002156516,0.725806,0.748770,32,0.050534
CCCCc1ccc(NC(=S)Nc2cncnc2Cl)cc1,ZINC001200383449,0.553571,0.748770,1,0.050596
CCc1cccc2c1OC/C(=C/c1cn(CC(=O)OC)nn1)C2=O,ZINC000834441865,0.730769,0.748770,6,0.051490
CCc1cccc2c1OC/C(=C\c1cn(CC(=O)OC)nn1)C2=O,ZINC000834441866,0.730769,0.748770,6,0.051490
C[C@@H](NC(=S)Nc1cccc2ccn(C)c12)c1ccccc1,ZINC000788284775,0.672414,0.748770,3,0.052699
Cc1ccc(Cl)cc1NC(=S)Nc1ccc2c(Br)cncc2c1,ZINC001245167222,0.603448,0.748770,3,0.241914
S=C(S)N/N=C/c1ccc(Cl)cc1,ZINC000000097328,0.555556,0.748768,2,0.050329
CCCCc1ccc(NC(=S)Nc2cnccc2Cl)cc1,ZINC001200383495,0.545455,0.748766,2,0.050329
O=C(NNC(=S)Nc1ccc(SC(F)F)cc1)c1cc(-c2ccccc2)nc2ccccc12,ZINC000016215984,0.592105,0.748766,3,0.413787
C#Cc1ccc(C(=O)NC2=C(Cl)C(=O)c3ccccc3C2=O)cc1,ZINC001188739538,0.704918,0.748764,11,0.051267
Cc1cc(C(=O)NC2=C(Cl)C(=O)c3ccccc3C2=O)c2[nH]ccc2c1,ZINC001198715737,0.710145,0.748762,17,0.051837
S=C(N/N=C/C=C/c1ccccc1)Nc1ccccc1,ZINC000003633213,0.351351,0.748761,5,0.050229
C[C@H](NC(=S)NC(=O)c1ccccc1)c1cccc(C(F)(F)F)c1,ZINC001195432465,0.578947,0.748761,1,0.052889
COc1cc(O[C@@H](C)c2cnn(C)c2C)c2c(c1)C(=O)C=C(Cl)C2=O,ZINC001233513264,0.794521,0.748759,16,0.054432
S=C(NN=Cc1cnccn1)Nc1cccc(Cl)c1,ZINC000807951536,0.473684,0.748752,10,0.051596
C[C@H](OCc1ccccc1)C(=O)NNC(=S)Nc1cccc(Cl)c1,ZINC000063640302,0.431034,0.748749,1,0.052746
CCCCCCCCCCCCCCCCCC(=O)N[C@H](NC(=S)Nc1cccc(Cl)c1)C(Cl)(Cl)Cl,ZINC000097983035,0.416667,0.748748,12,0.050374
Cc1cc(C)cc(NC(=S)Nc2ccc3cc(Cl)cnc3c2)c1,ZINC001201208172,0.541667,0.748748,3,0.062936
O=C1/C(=C/c2cnn(Cc3ccccc3Cl)c2)CCc2nc(O)ccc21,ZINC000769614078,0.695652,0.748746,6,0.054914
O=C1/C(=C\c2cnn(Cc3ccccc3Cl)c2)CCc2nc(O)ccc21,ZINC000769614080,0.695652,0.748746,6,0.054914
Fc1ccc2cc(NC(=S)Nc3cccc4ccccc34)cnc2c1F,ZINC001200096618,0.689655,0.748744,7,0.067093
O=c1c2cccc(Br)c2ncn1CCF,ZINC000078962406,0.732143,0.748743,0,0.247055
O=C1C(Cl)=C(N2CCc3ccccc3[C@H]2CN2C(=O)c3ccccc3C2=O)C(=O)c2ccccc21,ZINC000002407454,0.721311,0.748741,5,0.057631
C[C@H](NC(=O)c1cc(O)c2ccccc2c1)c1cncc(F)c1,ZINC000355591911,0.676471,0.748738,11,0.378584
S=C(Nc1cc(Cl)ccc1Cl)Nc1nn(Cc2ccccc2Cl)cc1Cl,ZINC000013330779,0.655738,0.748737,3,0.225154
FC(F)(F)Oc1ccc(NC(=S)NNc2cnnc3ccccc23)cc1,ZINC000733756345,0.682927,0.748737,4,0.064683
C[C@H](NC(=S)Nc1cccc(C(=O)Nc2ccc(Cl)cn2)c1)c1ccccc1,ZINC000731492344,0.580645,0.748736,2,0.051317
C#Cc1cccc(NC(=S)N[C@@H](C)c2cccc3ccccc23)c1,ZINC000726440520,0.671642,0.748735,1,0.068098
Cc1ccc2c(NC(=S)Nc3ccc(Cl)cc3)cccc2n1,ZINC001197335198,0.586957,0.748734,3,0.069351
NC(=S)N/N=C1/[C@H]2[C@H]3/C(=N/NC(N)=S)[C@@H]4[C@@H]5C[C@H]([C@H]2[C@H]35)[C@@H]14,ZINC000104202373,0.714286,0.748734,2,0.055619
NC(=O)c1c(Cl)ncnc1N[C@@]1(O)C=Cc2ccccc2[C@@H]1c1c(O)ccc2ccccc12,ZINC001162990345,0.714286,0.748733,5,0.054355
CSCCNC(=S)NNC(=O)/C=C(/C)c1ccc(C(F)(F)F)cc1,ZINC000094121277,0.707692,0.748732,2,0.052022
S=C(Nc1cccnc1)Nc1cccc2cnncc12,ZINC001199899137,0.603448,0.748731,2,0.077100
O=C(Nc1cnnc(O)c1Cl)C(=O)c1ccccc1,ZINC001142682889,0.693878,0.748731,2,0.050312
O=C(N[C@@]1(O)C=Cc2ccccc2[C@H]1c1c(O)ccc2ccccc12)c1cnn2ccc(Cl)nc12,ZINC001154784090,0.700000,0.748730,0,0.053907
O=C(NC(=S)Nc1cc(Cl)c2ncccc2c1)c1ccccc1,ZINC001195421524,0.568966,0.748729,2,0.071566
C#CCNC(=S)N[C@@H](c1c[nH]c2ccccc12)C(Cl)(Cl)Cl,ZINC000795136063,0.714286,0.748728,1,0.052082
O=C(N[C@H](c1ccccc1)c1cccnn1)c1cnc2cccc(Br)c2c1,ZINC001155081753,0.619718,0.748727,2,0.363711
S=C(NN=C1CC(c2ccc(Cl)cc2)C1)Nc1ccccn1,ZINC000783857288,0.545455,0.748726,4,0.050999
S=C(NNc1cccc2cnccc12)N[C@H]1C[C@H]2CC[C@H]1C2,ZINC000728447840,0.780822,0.748726,2,0.061834
Cc1ccc(NC(=S)Nc2cnc3c(F)cccc3c2)cc1Cl,ZINC001245824863,0.596491,0.748725,3,0.074399
O=C1C(Cl)=C(Nc2nc(Cl)nc3c2COC3=O)C(=O)c2ccccc21,ZINC001169044551,0.770492,0.748724,12,0.055014
O=C1C=CC(=O)c2c(O[C@H](C(=O)c3cccs3)c3cccs3)ccc(O)c21,ZINC001229407604,0.725806,0.748724,14,0.052392
O=C(NC(=S)Nc1cccc(Br)c1)c1cccc2ccccc12,ZINC000000625586,0.563636,0.748723,2,0.063444
CSc1ncc(Cl)c(CNC(=S)Nc2cccc3ccccc23)n1,ZINC001200110853,0.629032,0.748723,2,0.059509
O=C(N[C@@H](CO)c1cccc(Cl)c1Cl)c1cc2c(Br)cccc2cn1,ZINC001557567108,0.706667,0.748722,10,0.130342
Fc1ccc2ccc(C=NNC(=S)NCc3ccccc3)nc2c1F,ZINC000814714677,0.509091,0.748722,10,0.051026
CC(=NNC(=S)NCCc1ccc(Cl)cc1)c1ccc2c(c1)CC(=O)N2,ZINC000915952346,0.597015,0.748719,2,0.050760
CSCCCNC(=S)N[C@H](c1ccccc1)c1cccc(Cl)c1,ZINC000916026355,0.695652,0.748719,2,0.050447
C[C@H](NC(=S)Nc1cccc2c(Br)ccnc12)c1ccc(F)cc1,ZINC001249609782,0.682540,0.748718,4,0.059029
C=CCNC(=S)NNC(N)=S,ZINC000002703218,0.756098,0.748717,2,0.050325
S=C(Nc1cccnc1)Nc1cccc2cncc(Br)c12,ZINC001199902594,0.600000,0.748716,2,0.133685
C=CCN(C(=S)NC12CC3CC(CC(C3)C1)C2)C1CC1,ZINC000771543767,0.735849,0.748716,2,0.050831
COc1cccc([C@H](NC(=O)c2cnc(O)c3ccccc23)c2ccccc2)c1,ZINC001151162805,0.553846,0.748716,6,0.413644
C=CCN(C(=S)Nc1cccc(C)c1)c1ccccc1,ZINC000016281690,0.629630,0.748711,1,0.050733
CCc1ccccc1NC(=S)Nc1c(Cl)ncc2ccccc12,ZINC001201135675,0.683333,0.748709,3,0.073840
Nc1ccc2c(n1)CCCC2=NNC(=S)NCC(F)(F)F,ZINC000834950854,0.742424,0.748708,2,0.051688
CC(=O)Nc1ccc(NC(=S)NNC(=S)Nc2ccccn2)cc1,ZINC000767714735,0.428571,0.748706,2,0.050395
O=c1c2ccsc2ncn1Cc1nnsc1Cl,ZINC000027934535,0.678571,0.748706,0,0.062325
Cn1c(C=NNC(=S)NCc2cccnc2)nc2ccc(Cl)cc21,ZINC001319823909,0.611111,0.748706,5,0.147405
CC(=NNC(=S)NCC(F)(F)F)c1ccc(C(F)(F)F)cn1,ZINC000905443686,0.677966,0.748705,3,0.050868
C[C@@H](Cc1cccc(O)c1)NC(=S)NCCSc1ccc(Cl)cc1,ZINC000919717277,0.686567,0.748705,2,0.050199
Cc1cccc(NC(=S)Nc2cccc3ccccc23)c1Br,ZINC001200102553,0.647059,0.748704,3,0.056793
O[C@@]1(CNC(=S)NCCc2ccc(Cl)cc2)CCOc2ccccc21,ZINC001249769527,0.672414,0.748703,0,0.053130
Fc1ccc2nc(C=NNC(=S)Nc3cccnc3)sc2c1,ZINC000761749192,0.507937,0.748702,11,0.050278
Fc1ccc(NC(=S)Nc2ccc(I)c3cccnc23)cc1Cl,ZINC001200588347,0.586207,0.748702,5,0.056992
Cc1cn2c(C=NNC(=S)NCc3ccccc3)c(C)nc2s1,ZINC000767065600,0.482143,0.748698,5,0.050280
FC(F)(F)c1c(NC(=S)N[C@@H]2C[C@H]3CC[C@H]2C3)cnc2ccccc12,ZINC001200749034,0.742424,0.748697,2,0.064214
O=C(CNC(=O)c1c(C(F)(F)F)nc2ccccc2c1Br)c1ccc(O)c(O)c1,ZINC001152423134,0.676056,0.748697,3,0.055164
Cc1ccc([C@@H](C)NC(=O)c2cnc(O)c3ccccc23)nc1,ZINC001151163144,0.704225,0.748694,5,0.137176
c1ccc2c(CCN=c3nc(-c4ccncc4)[nH]c4ccccc34)c[nH]c2c1,ZINC000818623278,0.710145,0.748693,19,0.117505
S=C(N=c1cc[nH]cc1Oc1ccccc1)Nc1cccc(Cl)c1Cl,ZINC001201007571,0.753086,0.748693,4,0.050303
S=C(NCc1ccc2ccccc2n1)NC(c1ccccc1)c1ccccc1,ZINC001244824075,0.666667,0.748693,2,0.051228
CCn1c([C@@H](NC(=S)Nc2ccccc2C(F)(F)F)c2ccccc2)nc2ccccc21,ZINC001197299097,0.671875,0.748692,2,0.128905
C[C@H](CNC(=O)c1cc(O)nc2cc(F)ccc12)c1c(Cl)cccc1Cl,ZINC000606776982,0.675676,0.748692,15,0.066599
S=C(Nc1ccc(OCc2ccccc2)cc1)N[C@H](c1ccnc(Cl)c1)C1CC1,ZINC001248279953,0.630137,0.748692,6,0.051267
C[C@H](Cc1cccs1)NC(=O)c1c(O)cnc2c(Br)cccc12,ZINC001464859673,0.727273,0.748692,6,0.055836
CC[C@@H](NC(=S)NC(=O)c1ccc(Cl)cc1)c1cccnc1,ZINC001248212409,0.560606,0.748691,3,0.052132
S=C(NC[C@H]1CCCO1)NN=C1CCOc2ccc(Cl)cc21,ZINC000783798409,0.606061,0.748690,3,0.053902
Cc1cccc(N/C(S)=N\Cc2ccccn2)c1,ZINC000013482349,0.627451,0.748689,3,0.054598
O=C(N[C@@H](c1cccc(Cl)c1)c1ccccn1)c1ccc2c(O)ncnc2c1,ZINC001545742835,0.611111,0.748688,4,0.374157
COc1ccc([C@@H](NC(=O)c2cccnc2O)c2ccccc2Cl)c(OC)c1,ZINC001444887194,0.476923,0.748686,7,0.208467
CC(C)C(=O)N1CC(Oc2ccc(O)c3c2C(=O)C(Cl)=C(Cl)C3=O)C1,ZINC001229379098,0.776316,0.748685,5,0.050507
COc1ccc(NC(=S)NNc2ccc(Br)nc2)cn1,ZINC000732726336,0.666667,0.748684,3,0.050388
Cc1ccc2cccnc2c1NC(=S)Nc1ccc(Cl)c(Cl)c1,ZINC001201165224,0.589286,0.748684,3,0.056642
CCc1nc2c(s1)C(=NNC(=S)Nc1ccccn1)CCC2,ZINC000767806699,0.586207,0.748684,5,0.050505
S=C(Nc1ccc2[nH]ccc2c1)NC(c1ccccc1)c1ccccc1,ZINC001239342652,0.660714,0.748681,3,0.052191
COc1cccc([C@@H](NC(C)=O)c2ccc3cccnc3c2O)c1,ZINC000004949808,0.000000,0.748680,6,0.051671
CC[C@H](C)Oc1cccc(NC(=S)Nc2ccc3ccccc3c2)c1,ZINC000063794591,0.666667,0.748679,1,0.053507
C[C@]1(C(=O)N[C@]2(O)C=Cc3ccccc3[C@@H]2c2c(O)ccc3ccccc23)CC1(Cl)Cl,ZINC001182141557,0.694444,0.748679,2,0.050974
S=C(Nc1c(Cl)cccc1Cl)Nc1cccc2cccc(Br)c12,ZINC001246221527,0.648148,0.748679,4,0.145704
C[C@H](CCc1ccc(Br)cc1)NC(=S)Nc1ccc2c(c1)OCCCO2,ZINC000727281033,0.606557,0.748678,0,0.050375
COc1ccc(C(=O)NC2=C(Cl)C(=O)c3ccccc3C2=O)c2cccnc12,ZINC001155491489,0.641026,0.748676,21,0.053770
C[C@@](CO)(NC(=O)c1ccc(Cl)c2ncccc12)c1ccc(O)cc1,ZINC001570782807,0.680556,0.748675,4,0.100089
C[C@@H](NC(=S)Nc1cccc2c(Br)ccnc12)c1ccc(F)cc1,ZINC001249609781,0.682540,0.748675,7,0.059029
COc1cc(O)ccc1C(=O)/C=C/c1ccc(O)c(O[C@@H](C)c2c(Cl)cncc2Cl)c1,ZINC001229694771,0.675676,0.748674,12,0.050476
N=C(Nc1cccc(-c2cccc(Cl)n2)n1)c1cccc2ccccc12,ZINC001160505917,0.737705,0.748674,2,0.052167
C[C@H](NC(=S)NN=Cc1cccc2nccn12)C1CC1,ZINC000771101462,0.655738,0.748671,3,0.050613
C[C@H](NC(=S)NN=Cc1ncc(C2OCCO2)s1)c1ccc(Cl)cc1Cl,ZINC000773053217,0.647887,0.748671,3,0.065905
O=C(Cn1c2ccccc2c(=O)c2ccccc21)OCc1ccnc(Br)c1,ZINC000815184903,0.710145,0.748669,0,0.095030
C[C@@H](NC(=O)c1c(O)cnc2ccc(Cl)cc12)c1ccc(Cl)s1,ZINC001558957976,0.706667,0.748669,18,0.053017
C[C@H](c1ccccc1Cl)N(C)C(=S)NC12CC3CC(CC(C3)C1)C2,ZINC000751001181,0.723077,0.748668,6,0.051113
C[C@H](NC(=S)NNC(=S)Nc1ccccc1)c1cccs1,ZINC000726437507,0.603774,0.748666,2,0.050212
S=C(Nc1cccc(Cl)c1)Nc1ccc2cnccc2c1Cl,ZINC001201105321,0.607143,0.748665,2,0.142285
COc1c(C(=O)NC(=S)NCc2ccccc2)cc2ccccc2c1Br,ZINC000016194640,0.603448,0.748664,1,0.056402
C[C@@H](NC(=S)Nc1ccc(C(F)F)cn1)c1ccccc1,ZINC001245474012,0.660714,0.748663,2,0.051144
O=C(NC(=S)Nc1cccc2ncc(F)cc12)c1ccc(Cl)cc1,ZINC001248195738,0.652174,0.748662,1,0.432367
Cc1cccc([C@H](NC(=O)c2nc3ccccc3cc2Br)c2ccccn2)c1,ZINC000568321010,0.688312,0.748662,4,0.081930
CCC(=NNC(=S)N(C)C)c1cccc(Cl)c1,ZINC000731560343,0.683333,0.748662,7,0.051706
C[C@H](c1cccc2ccccc12)N(C)C(=S)NCCc1ccccc1,ZINC001245313743,0.634615,0.748656,1,0.050607
CCCC[Sn](CCCC)(CCCC)CCCC,ZINC000169743017,0.684211,0.748655,19,0.050979
Cc1nnc2sc(-c3ccc(CNC(=S)NC(=O)/C=C/c4ccc(-c5ccc(Cl)cc5)o4)cc3)nn12,ZINC000105307045,0.735632,0.748655,3,0.052650
O=C(c1cccnc1)N1CCc2cc(NC(=S)NC34CC5CC(CC(C5)C3)C4)ccc21,ZINC000733751041,0.687500,0.748652,1,0.055861
Cc1ccc(F)c(NC(=S)NN=Cc2ccnc3ccccc23)c1,ZINC000731313922,0.606557,0.748652,8,0.063505
FC(F)(F)Oc1ccc(NC(=S)NNC(=S)Nc2ccccn2)cc1,ZINC000767713784,0.520833,0.748651,5,0.052815
C=CCCNC(=S)N[C@@H](c1ccccc1)c1ccccc1Br,ZINC001247679654,0.689655,0.748651,2,0.050369
Fc1cc(NNC(=S)N[C@@H]2CCOc3ccccc32)ccc1Cl,ZINC000747658637,0.731343,0.748651,2,0.052331
Cc1ccc(NC(=S)Nc2cnc3ccc(Cl)cc3c2)c(C)c1,ZINC001197966290,0.518519,0.748651,3,0.066435
Cc1cc(Br)cn2c(C=NNC(=S)NC[C@H]3CCCO3)cnc12,ZINC000783801127,0.628571,0.748650,4,0.051083
O=C(Cn1cc(Br)cn1)OCc1cc2ccccc2s1,ZINC000754789577,0.739726,0.748649,0,0.052056
O=C(NC(=S)Nc1ccc(Cc2ccncc2)cc1)c1ccc(Cl)c(Cl)c1,ZINC000016401950,0.561404,0.748649,5,0.057983
O=C(N[C@]1(O)C=Cc2ccccc2[C@@H]1c1c(O)ccc2ccccc12)c1ccnc2ncccc12,ZINC001154342703,0.700000,0.748648,4,0.057730
Fc1ccc(NC(=S)Nc2cnc3c(F)c(F)ccc3c2)c(F)c1,ZINC001200922179,0.694915,0.748648,4,0.060632
CSCCNC(=S)NN=Cc1c(-c2ccccc2)nc2ccccn12,ZINC000769593577,0.625000,0.748646,6,0.052176
CC(C)c1c(Cl)ncnc1NNC(=S)NC12CC3CC(CC(C3)C1)C2,ZINC000840865420,0.775862,0.748645,3,0.050448
C=CCOc1ccccc1[C@H](C)NC(=S)Nc1cccc(Cl)c1,ZINC001201110780,0.569231,0.748645,1,0.051926
COc1cc([C@@H](C)NC(=O)c2cc(Br)cnc2Cl)ccc1OCc1ccncc1,ZINC000110225784,0.507937,0.748644,4,0.091577
C#CCCn1cnc2ccc(Br)cc2c1=O,ZINC000178161743,0.684211,0.748644,1,0.070887
Cc1ccc(NC(=S)Nc2ccc(Br)c3ccncc23)c(Cl)c1,ZINC001200338076,0.637931,0.748643,8,0.102127
COc1cc([C@H](C)NC(=O)c2ccc3c(O)nc(S)nc3c2)ccc1OCc1ccncc1,ZINC000918103908,0.619718,0.748638,1,0.168157
Cc1ccc(Cl)c(NC(=S)Nc2ccc3ccccc3c2)c1Cl,ZINC000728442668,0.603774,0.748638,3,0.101973
CNC(=S)N(C)N=C[C@@H](C)CC1CCCCC1,ZINC000841647140,0.764706,0.748637,3,0.051017
C[C@@H](NC(=O)c1cc(O)nc2ccc(F)cc12)c1ccc(F)c2ccccc12,ZINC000673323176,0.696203,0.748636,10,0.220604
Oc1ccc(Cl)cc1/C=N/NC(=S)Nc1cccc2cccnc12,ZINC000017419817,0.585714,0.748635,25,0.051043
Oc1ccc(Cl)cc1/C=N\NC(=S)Nc1cccc2cccnc12,ZINC000004822770,0.585714,0.748635,25,0.051043
S=C(Nc1c(Cl)cccc1Cl)Nc1cc(Br)cc2ncccc12,ZINC001246207474,0.629630,0.748635,5,0.371808
Cc1ccccc1NC(=S)Nc1ccc2cnccc2c1Cl,ZINC001198430961,0.547170,0.748634,3,0.144028
O=C(N[C@@]1(O)C=Cc2ccccc2[C@H]1c1c(O)ccc2ccccc12)c1ccnc(C(F)F)c1,ZINC001193665066,0.675325,0.748634,3,0.058877
CN(C(=S)Nc1ccc2ccccc2c1)[C@H]1CCc2ccccc21,ZINC000915998292,0.714286,0.748633,1,0.051535
C[C@@H]1CCc2nc(C=NNC(=S)NCC(F)(F)F)sc2C1,ZINC001343881165,0.716418,0.748632,2,0.050310
C=C(Br)CNC(=S)Nc1ccccc1Oc1ccccc1,ZINC000066012531,0.678571,0.748631,2,0.050233
CCc1ccccc1NC(=S)Nc1ccc2ncc(Br)cc2c1,ZINC001201144728,0.649123,0.748630,3,0.060404
CCCCCCCCCCCC(=O)NC(=S)Nc1cccc(Cl)c1,ZINC000100971453,0.490909,0.748630,2,0.050590
C[C@@H](Oc1ccc2c(c1)C(=O)c1ccccc1C2=O)c1cccnc1Cl,ZINC001231266098,0.701493,0.748630,16,0.055694
FC(F)(F)Oc1ccc2c(c1)C(=NNC(=S)NCCc1ccccn1)CC2,ZINC000737435786,0.676923,0.748628,8,0.053804
CCn1nnc(C)c1/C=C1/COc2c(ccc(Cl)c2Cl)C1=O,ZINC000834417511,0.757143,0.748627,17,0.051532
CCn1nnc(C)c1/C=C1\COc2c(ccc(Cl)c2Cl)C1=O,ZINC000834417510,0.757143,0.748627,17,0.051532
Cc1cc(Cl)ccc1NC(=S)Nc1ccc2ncc(Br)cc2c1,ZINC001248412589,0.500000,0.748624,3,0.136287
Fc1cc2c(cc1Br)OCC2=NNC(=S)Nc1ccccn1,ZINC000814883061,0.596491,0.748622,12,0.052878
Cc1ccc(C(=O)N[C@@H](NC(=S)Nc2ccc(N=Nc3ccccc3)cc2)C(Cl)(Cl)Cl)cc1,ZINC000254307001,0.524590,0.748622,8,0.050272
CCCCCNC(=S)NN=Cc1nc2ccccc2n1CCC,ZINC000917543204,0.508772,0.748621,5,0.050695
O=C(N[C@H](CCO)Cc1ccccc1)c1c(O)cnc2c(Br)cccc12,ZINC001634968894,0.743590,0.748618,5,0.051568
C[C@H](NC(=S)NCC(F)(F)F)c1ccc(Cl)c2ccccc12,ZINC000764927164,0.703125,0.748616,1,0.051289
CNC(S)=NN=C(C)c1ccc(Br)cc1,ZINC000000113135,0.740000,0.748616,2,0.050189
Cn1c([C@@H](NC(=S)NC(=O)c2ccccc2)c2ccccc2)nc2ccccc21,ZINC001195446943,0.581818,0.748615,0,0.128398
C=C(Br)CNC(=O)c1ccc2cccnc2c1,ZINC001361981733,0.666667,0.748613,0,0.147173
O=c1c2cc(Br)ccc2ncn1NC(=S)Nc1ccc2ccccc2c1,ZINC000915999233,0.542373,0.748613,2,0.159846
C[C@@H](Cc1ccc(Cl)cc1Cl)NC(=O)c1cc(O)nc2cc(F)ccc12,ZINC000606777053,0.661290,0.748613,12,0.058767
C[C@H](NC(=S)Nc1ccc2cc(Br)cnc2c1)c1ccc(F)cc1,ZINC001249580552,0.677419,0.748612,1,0.076243
S=C(Nc1ccc(Br)cc1)N[C@@H](c1ccccc1)c1cccnn1,ZINC001196649035,0.696429,0.748612,5,0.070388
S=C(NCc1ccc(Cl)cc1)N[C@@H]1CC2(CCNCC2)Oc2ccccc21,ZINC001239360351,0.733333,0.748612,7,0.053557
Cc1ccc2cc(NC(=S)Nc3ccc(Cl)c(Cl)c3)ccc2n1,ZINC001201165466,0.607843,0.748611,3,0.053386
CNC(=O)CNC(=S)NN=C1COc2cc(OCc3ccccc3)ccc21,ZINC000814844209,0.675325,0.748611,1,0.050998
C[C@H](NC(=S)NC(=O)c1ccc(OCc2ccccc2)cc1)C12CC3CC(CC(C3)C1)C2,ZINC000009142354,0.537313,0.748610,1,0.052008
O=c1c2cc(Cl)ccc2nnn1CCn1ccc2cc(Cl)ccc21,ZINC001641217158,0.672414,0.748608,2,0.065077
CSCCNC(=S)NN=C(C)c1ccnn1-c1ccccc1,ZINC000799111614,0.661290,0.748606,4,0.078891
Cc1ncc(C=NNC(=S)Nc2ccc(SC(F)F)cc2)s1,ZINC000917535056,0.609375,0.748605,4,0.050383
O=c1c2ccccc2ncn1CCn1cnc2c(Cl)cccc2c1=O,ZINC000572113889,0.629630,0.748604,1,0.108894
Cc1ccnc2cc(NC(=S)Nc3ccc(Cl)cc3Cl)ccc12,ZINC001248504113,0.518519,0.748603,3,0.133326
C=C(Oc1ccccc1O)C(=O)N1CC2(CCCN2C(=O)c2cc(Cl)nc3ccccc23)C1,ZINC001843708368,0.747253,0.748601,3,0.488474
CCCCCCCNC(=S)N[C@H](CF)c1ccccc1,ZINC001249647963,0.576923,0.748600,7,0.050206
C=CCOc1ccc(NC(=S)N[C@H](c2ccccc2)c2ccc(C)cc2)cc1,ZINC000225511831,0.672727,0.748600,3,0.051763
Cc1ccc(NC(=S)Nc2cccc3cc(Br)cnc23)cc1,ZINC000795108019,0.588235,0.748598,2,0.056328
CSCCNC(=S)Nc1ccc(OC(F)F)c2cccnc12,ZINC000774225167,0.656250,0.748597,2,0.070613
S=C1N[C@@H](c2ccccn2)[C@H](c2cccn2-c2nc3ccccc3s2)N1c1ccc(Cl)cc1,ZINC000224457199,0.769231,0.748595,6,0.058238
NC(=O)CNC(=S)NN=Cc1cn(Cc2ccccc2)nc1-c1ccc(Cl)cc1,ZINC000731930199,0.617647,0.748595,2,0.281008
Cc1nc2sccn2c1C=NNC(=S)NCc1ccc(F)cc1,ZINC000730559877,0.550000,0.748594,3,0.050568
O=C1C(Cl)=C(NC(=S)NCc2ccco2)C(=O)c2ccccc21,ZINC001200570163,0.657534,0.748593,5,0.050542
C[C@H](NC(=S)Nc1ccc2sc(C(F)(F)F)nc2c1)c1ccccc1,ZINC001245527379,0.666667,0.748592,3,0.050935
O=C(NC1=C(Cl)C(=O)c2ccccc2C1=O)c1ccc(C(=O)c2ccccc2)cc1,ZINC001148296364,0.666667,0.748591,13,0.050957
Cc1cc(C(=O)N[C@@H](c2ccccc2)c2cccnn2)c2cc(O)ccc2n1,ZINC001150548445,0.621212,0.748591,5,0.130730
COc1ccc(-c2cc(C(=O)NC3=C(Cl)C(=O)c4ccccc4C3=O)ccn2)cc1,ZINC001192137370,0.671053,0.748590,15,0.236202
C[C@@H](NC(=O)c1ccc(Cl)c2cccnc12)c1ccc(OCc2cccnc2)cc1,ZINC000517342364,0.581081,0.748590,10,0.174211
CC(=NNC(=S)NCCc1cccs1)c1nc2ccccc2n1C,ZINC000839414189,0.645161,0.748589,4,0.054423
CC(=O)NCCN(Cc1ccc(Cl)cc1Cl)C(=O)c1ccc2ccc(O)cc2c1O,ZINC001633992457,0.703125,0.748588,5,0.382143
O=C(N[C@@H]1CCc2c(Br)cccc21)c1ccc2ccc(O)cc2c1O,ZINC001292789243,0.742424,0.748587,1,0.064083
Fc1ccc(NC(=S)Nc2cnc3ccccc3c2)cc1C(F)(F)F,ZINC001245021271,0.660714,0.748587,3,0.082253
Cc1ccc(C[C@H](C)NC(=O)c2c(O)cnc3ccc(Cl)cc23)c(C)c1,ZINC001160782208,0.721519,0.748587,18,0.052298
O=c1c2cccc(Br)c2ncn1Cc1ncsc1Br,ZINC001472977258,0.741935,0.748586,0,0.163753
Cc1ccc([C@@H](C)Oc2cccc3c2C(=O)c2cccc(O)c2C3=O)cn1,ZINC001229192322,0.739130,0.748586,9,0.051379
Cc1ccc2nc(C=NNC(=S)Nc3ccccc3C)cn2c1,ZINC000788951822,0.666667,0.748586,3,0.052910
CCc1ccc([C@H](C)NC(=O)c2cc(O)nc3c(Br)cccc23)cc1,ZINC000426073709,0.676923,0.748585,5,0.098585
